AnimalName,symptoms1,symptoms2,symptoms3,symptoms4,symptoms5,Dangerous,AnimalClass,Симптомы_рус
buffaloes,Fever,Tiredness,Swollen kidney,Hematuria,Muscle aches,Yes,хомячок,"Высокая температура, Усталость, Опухшая почка, Гематурия, Мышечные боли"
buffaloes,Fever,Diarrhea,Decreased appetite,Vomiting,Bloody,Yes,хомячок,"Высокая температура, Диарея, Снижение аппетита, Рвота, Кровавый"
buffaloes,Gas,Diarrhea,Abdominal discomfort,Vomiting,Nausea,Yes,хомячок,"Газ, Диарея, Брюшная дискомфорт, Рвота, Тошнота"
buffaloes,Drooping ears,Lack of coordination,Drooling,Wasting,Listlessness,Yes,хомячок,"Опубликовывающие уши, Отсутствие координации, Слюни, Впустую, Вялость"
buffaloes,Edema,diarrhea,Nasal Discharge,Decresed egg production,Sneezing,Yes,хомячок,"Отек, диарея, Носовая выделение, Снижение производства яиц, Чихание"
buffaloes,Drooping wings,Depression,Nasal Discharge,Coughing,Greenish diarrhea,No,хомячок,"Опубликовывающие крылья, Депрессия, Носовая выделение, Кашель, Зеленоватая диарея"
buffaloes,Weakness,Yellow or green dropping,Purplish combs,Wattles,Drop on egg production,No,хомячок,"Слабость, Желтый или зеленый падение, Пурпурные расчески, Wattles, Падать на производство яиц"
buffaloes,Neck paralysis,Diarrhea,ruffled feathers,Labored breathing,Weakness,No,хомячок,"Паралич шеи, Диарея, рюшат перья, Затрудненное дыхание, Слабость"
buffaloes,Facial Swelling,Lacrimation,Diarrhea,Anorexia,Nasal Discharge,No,хомячок,"Отек лица, Лэктримация, Диарея, Анорексия, Носовая выделение"
buffaloes,loss of appetite,Depression,Paralyzed leg,Weight loss,Anemia,No,хомячок,"потеря аппетита, Депрессия, Парализованная нога, Потеря веса, Анемия"
buffaloes,Dejection,Loss of appetite,Slow growth,Diarrhea,Lesion,No,хомячок,"Уныние, Потеря аппетита, Медленный рост, Диарея, Поражение"
buffaloes,Severe swellimg,Heavy Breathing,Diarrhea,Weight loss,Pain,No,хомячок,"Тяжелый отек, Тяжелое дыхание, Диарея, Потеря веса, Боль"
buffaloes,Weakness,Diarrhea,High moratality,Dehydration,Anorexia,No,хомячок,"Слабость, Диарея, Высокая смертность, Обезвоживание, Анорексия"
buffaloes,Fever,Hepatitis,Skin rashes,Weight loss,Pain,No,хомячок,"Высокая температура, Гепатит, Кожная сыпь, Потеря веса, Боль"
buffaloes,Sneezing,Epistaxis,Coughing,Difficulty in breathing,Nasal Discharge,No,хомячок,"Чихание, Эпистаксис, Кашель, Трудность в дыхании, Носовая выделение"
buffaloes,Sneezing,Unilateral Nasal discharge,Gagging,Retching,Weight loss,Yes,хомячок,"Чихание, Односторонний носовый выписка, Заталкивать, Ретч, Потеря веса"
buffaloes,Fever,Depression,Coughing,Weight loss,Anorexia,Yes,хомячок,"Высокая температура, Депрессия, Кашель, Потеря веса, Анорексия"
buffaloes,Shallow breathing,Halitosis,Coughing,Lethargy,Nasal Discharge,Yes,хомячок,"Мелкое дыхание, Галитоз, Кашель, Летаргия, Носовая выделение"
buffaloes,Dyspnea,Sneezing,Coughing,Difficulty in breathing,Infection,Yes,хомячок,"Одышка, Чихание, Кашель, Трудность в дыхании, Инфекция"
buffaloes,Dyspnea,Sneezing,Coughing,Difficulty in breathing,Pain,Yes,хомячок,"Одышка, Чихание, Кашель, Трудность в дыхании, Боль"
buffaloes,Fever,Rhinorrhea,Coughing,Sneezing,Dehydration,Yes,хомячок,"Высокая температура, Ринорея, Кашель, Чихание, Обезвоживание"
buffaloes,Fever,Rhinorrhea,Coughing,Facial edema,Dyspnea,Yes,хомячок,"Высокая температура, Ринорея, Кашель, Отек лица, Одышка"
buffaloes,Fever,Rhinorrhea,Coughing,Sneezing,Nasal Discharge,Yes,хомячок,"Высокая температура, Ринорея, Кашель, Чихание, Носовая выделение"
buffaloes,Mortality,Painfull,Coughing,Weight loss,Nasal Discharge,Yes,хомячок,"Смертность, Болезненный, Кашель, Потеря веса, Носовая выделение"
buffaloes,Skin rashes,Diarrhea,Death,Facial edema,Pain,Yes,хомячок,"Кожная сыпь, Диарея, Смерть, Отек лица, Боль"
buffaloes,Fever,Dyspnea,Coughing,Lethargy,Weightloss,Yes,хомячок,"Высокая температура, Одышка, Кашель, Летаргия, Потеря веса"
buffaloes,Fever,Dyspnea,Coughing,weakness,Anorexia,Yes,хомячок,"Высокая температура, Одышка, Кашель, слабость, Анорексия"
buffaloes,Facial edema,Dyspnea,Conjuctivtis,Weakness,Pharyngitis,Yes,хомячок,"Отек лица, Одышка, Конъюнктивит, Слабость, Фарингит"
buffaloes,Fever,Pneumonia ,Congestion,Lethargy,Nasal Discharge,Yes,хомячок,"Высокая температура, Пневмония , Скопление, Летаргия, Носовая выделение"
buffaloes,Fever,Death,Coughing,Weight loss,Nasal Discharge,Yes,хомячок,"Высокая температура, Смерть, Кашель, Потеря веса, Носовая выделение"
buffaloes,Sneezing,Convulsion,Seizuers,Weight loss,Nasal Discharge,Yes,хомячок,"Чихание, Судорога, Припадки, Потеря веса, Носовая выделение"
buffaloes,Fever,Death,Coughing,Dyspnea,Anorexia,Yes,хомячок,"Высокая температура, Смерть, Кашель, Одышка, Анорексия"
buffaloes,Dyspnea,Difficulty in breathing,Coughing,Lethargy,Nasal Discharge,Yes,хомячок,"Одышка, Трудность в дыхании, Кашель, Летаргия, Носовая выделение"
buffaloes,Air sacculitis,Halitosis,Coughing,Enteritis,Weight loss,Yes,хомячок,"Воздушный саккулит, Галитоз, Кашель, Энтерит, Потеря веса"
buffaloes,Fever,Convulsion,Sudden death,Urine retention,Weight loss,Yes,хомячок,"Высокая температура, Судорога, Внезапная смерть, Удержание мочи, Потеря веса"
buffaloes,Dyspnea,Neurologic sign,Coughing,Depression,Anorexia,Yes,хомячок,"Одышка, Неврологический знак, Кашель, Депрессия, Анорексия"
buffaloes,Fever,Dyspnea,Coughing,Lethargy,Anorexia,Yes,хомячок,"Высокая температура, Одышка, Кашель, Летаргия, Анорексия"
buffaloes,Labored breathing,Dyspnea,Coughing,Depression,Anorexia,Yes,хомячок,"Затрудненное дыхание, Одышка, Кашель, Депрессия, Анорексия"
buffaloes,Blood from mouth,Diarrhea,Coughing,Lethargy,Weight loss,Yes,хомячок,"Кровь из уст, Диарея, Кашель, Летаргия, Потеря веса"
